transaction_id,transaction_date,transaction_time,transaction_type,item_code,item_name,category,subcategory,supplier_name,po_reference,invoice_reference,lot_number,quantity,unit,unit_cost,total_cost,location,recorded_by,expiration_date,notes
TXN-100389,2026-06-24,08:08,stock_out,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,29.05,-58.1,Main Kitchen Cooler,,,
TXN-100390,2026-06-24,18:32,stock_out,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,,,,-2.54,lb,5.58,-14.17,Main Kitchen Cooler,C. Romero,,
TXN-100391,2026-06-24,06:14,adjustment,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,1.57,case (72ct),61.25,96.16,Walk-In Freezer,M. Osei,,Recount after audit
TXN-100392,2026-06-24,11:56,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-1.0,25LB BAG,11.85,-11.85,Dry Storage Room,M. Osei,,
TXN-100393,2026-06-24,08:37,waste,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,-2.81,lb,5.64,-15.85,Main Kitchen Cooler,T. Fischer,,Expired
TXN-100394,2026-06-24,08:33,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40453,INV-58598,LOT-260624-71,4.0,case (12x750ml),100.87,403.48,Bar Storage,C. Romero,2028-06-23,Short delivery vs PO — see delivery receipt
TXN-100395,2026-06-24,08:09,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-2.0,case (24ct),14.08,-28.16,Bar Storage,T. Fischer,,
TXN-100396,2026-06-24,11:43,stock_out,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,-2.0,50lb bag,20.98,-41.96,Dry Storage Room,J. Nguyen,,
TXN-100397,2026-06-24,07:08,stock_out,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,-3.0,case,13.15,-39.45,Main Kitchen Cooler,C. Romero,,
TXN-100398,2026-06-24,14:36,adjustment,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,0.83,case (12x750ml),101.81,84.5,Bar Storage,T. Fischer,,Recount after audit
TXN-100399,2026-06-24,07:14,transfer,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,3.0,case (72ct),67.02,201.06,Dry Storage Room,L. Kim,,Transferred to Prep Station Fridge
TXN-100400,2026-06-24,14:37,transfer,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,1.0,50lb bag,21.6,21.6,Prep Station Fridge,D. Alvarez,,Transferred to Bar Storage
TXN-100401,2026-06-25,07:30,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-4.0,case,27.74,-110.96,Main Kitchen Cooler,L. Kim,,
TXN-100402,2026-06-25,13:52,transfer,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,,,,1.0,case,14.25,14.25,Prep Station Fridge,M. Osei,,Transferred to Bar Storage
TXN-100403,2026-06-25,10:22,waste,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-2.0,case (72ct),66.47,-132.94,Walk-In Freezer,L. Kim,,Quality reject
TXN-100404,2026-06-25,20:05,waste,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-1.0,case (72ct),67.86,-67.86,Walk-In Freezer,R. Patel,,Dropped/contaminated
TXN-100405,2026-06-25,13:00,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,34.78,-69.56,Main Kitchen Cooler,L. Kim,,
TXN-100406,2026-06-25,20:34,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40382,INV-58796,LOT-260625-60,4.0,case,28.38,113.52,Main Kitchen Cooler,L. Kim,2026-07-09,
TXN-100407,2026-06-25,08:36,stock_in,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,PO-40853,INV-58241,LOT-260625-94,3.0,case (72ct),66.1,198.3,Walk-In Freezer,D. Alvarez,2026-09-23,
TXN-100408,2026-06-25,18:35,waste,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (4x1gal),43.24,-86.48,Dry Storage Room,D. Alvarez,,Prep trim loss
TXN-100409,2026-06-25,14:27,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-1.0,CASE,26.27,-26.27,Main Kitchen Cooler,M. Osei,,
TXN-100410,2026-06-25,13:18,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-3.0,case (4x1gal),42.66,-127.98,Dry Storage Room,L. Kim,,
TXN-100411,2026-06-25,18:33,transfer,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,2.43,lb,5.85,14.22,Dry Storage Room,C. Romero,,Transferred to Prep Station Fridge
TXN-100412,2026-06-25,07:17,adjustment,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,1.68,lb,10.99,18.46,Main Kitchen Cooler,R. Patel,,Unit conversion fix
TXN-100413,2026-06-25,13:18,transfer,PRD-2208,Roma Tomatoes,Produce,Vegetables,Green Valley Produce Co.,,,,2.0,case,31.22,62.44,Bar Storage,L. Kim,,Transferred to Main Kitchen Cooler
TXN-100414,2026-06-25,08:11,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (4x1gal),39.36,-78.72,Dry Storage Room,D. Alvarez,,
TXN-100415,2026-06-26,20:50,transfer,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,3.87,lb,5.21,20.16,Prep Station Fridge,C. Romero,,Transferred to Walk-In Freezer
TXN-100416,2026-06-26,14:55,stock_out,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,case (48ct),26.75,-26.75,Dry Storage Room,D. Alvarez,,
TXN-100417,2026-06-26,10:22,waste,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,,,,-2.0,case,43.13,-86.26,Main Kitchen Cooler,L. Kim,,Dropped/contaminated
TXN-100418,2026-06-26,07:30,stock_in,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,PO-40687,INV-58375,LOT-260626-33,3.0,50lb bag,21.01,63.03,Dry Storage Room,T. Fischer,2027-06-26,
TXN-100419,2026-06-26,08:53,stock_in,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,PO-40259,INV-58897,LOT-260626-23,11.49,lb,4.94,56.76,Main Kitchen Cooler,D. Alvarez,2026-06-30,
TXN-100420,2026-06-26,20:30,adjustment,BEV-1004,House White Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-0.77,case (12x750ml),87.34,-67.25,Bar Storage,C. Romero,,Recount after audit
TXN-100421,2026-06-26,18:36,stock_out,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,,,,-2.36,lb,5.97,-14.09,Main Kitchen Cooler,R. Patel,,
TXN-100422,2026-06-26,18:11,transfer,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,2.0,case (4x1gal),43.33,86.66,Main Kitchen Cooler,,,Transferred to Main Kitchen Cooler
TXN-100423,2026-06-26,09:39,stock_in,PRD-2214,Lemons,Produce,Fruit,Green Valley Produce Co.,PO-40369,INV-58342,LOT-260626-44,7.0,case,27.55,192.85,Main Kitchen Cooler,R. Patel,2026-07-10,
TXN-100424,2026-06-26,10:17,stock_out,PRD-8803,Kosher Salt,Dry Goods,Seasoning,Pantry Staples Wholesale,,,,-2.0,25lb bag,11.13,-22.26,Dry Storage Room,C. Romero,,
TXN-100425,2026-06-26,20:24,stock_out,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,,,,-2.0,block,124.61,-249.22,Main Kitchen Cooler,T. Fischer,,
TXN-100426,2026-06-26,20:40,stock_in,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,PO-40598,INV-58407,LOT-260626-42,5.0,EACH,64.19,320.95,Bar Storage,C. Romero,2026-12-23,
TXN-100427,2026-06-26,16:06,stock_out,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,,,,-7.02,lb,4.72,-33.13,Main Kitchen Cooler,M. Osei,,
TXN-100428,2026-06-26,07:22,stock_in,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,PO-40303,INV-58690,LOT-260626-83,7.0,50lb bag,26.32,184.24,Dry Storage Room,T. Fischer,2028-06-25,
TXN-100429,2026-06-26,11:56,waste,BEV-1001,"Cola Syrup, 5 Gal BIB",Beverage,Soft Drinks,BevCo Beverage Distribution,,,,-1.0,each,63.13,-63.13,Bar Storage,R. Patel,,Damaged in delivery
TXN-100430,2026-06-26,14:36,stock_out,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,-2.0,50lb bag,23.43,-46.86,Dry Storage Room,D. Alvarez,,
TXN-100431,2026-06-26,14:41,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-6.23,lb,7.17,-44.67,Main Kitchen Cooler,L. Kim,,
TXN-100432,2026-06-26,07:54,stock_out,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-1.0,each,3.89,-3.89,Dry Storage Room,T. Fischer,,
TXN-100433,2026-06-26,07:06,stock_in,PRD-3318,Parmesan Wheel,Dairy,Cheese,Dairy Fresh Cooperative,PO-40661,INV-58155,LOT-260626-13,4.42,LB,13.68,60.47,Main Kitchen Cooler,L. Kim,2026-08-25,
TXN-100434,2026-06-26,08:47,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (6x1L),59.17,-118.34,Dry Storage Room,J. Nguyen,,
TXN-100435,2026-06-26,09:55,transfer,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,,,,2.0,50lb bag,24.69,49.38,Bar Storage,J. Nguyen,,Transferred to Prep Station Fridge
TXN-100436,2026-06-26,16:40,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,38.89,-116.67,Main Kitchen Cooler,R. Patel,,
TXN-100437,2026-06-27,08:00,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40239,INV-58452,LOT-260627-46,1.0,25lb bag,29.15,29.15,Dry Storage Room,R. Patel,2028-06-26,
TXN-100438,2026-06-27,14:14,waste,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,case (12x1lb),19.95,-39.9,Dry Storage Room,J. Nguyen,,Expired
TXN-100439,2026-06-27,08:16,waste,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-1.0,case (6x1L),59.16,-59.16,Dry Storage Room,C. Romero,,Quality reject
TXN-100440,2026-06-27,17:34,stock_in,PRD-7702,Ground Beef 80/20,Meat,Beef,Metro Meat & Poultry,PO-40170,INV-58286,LOT-260627-27,32.73,lb,5.87,192.13,Main Kitchen Cooler,M. Osei,2026-07-01,
TXN-100441,2026-06-27,06:34,stock_in,PRD-7705,NY Strip Steak,Meat,Beef,Metro Meat & Poultry,PO-40388,INV-58375,LOT-260627-26,2.84,LB,16.56,47.03,Main Kitchen Cooler,,2026-07-03,Received in good condition
TXN-100442,2026-06-27,18:31,stock_out,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-4.0,25LB BAG,27.59,-110.36,Dry Storage Room,L. Kim,,
TXN-100443,2026-06-27,18:25,stock_in,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,PO-40296,INV-58356,LOT-260627-58,1.0,case,27.17,27.17,Main Kitchen Cooler,L. Kim,2026-07-06,Short delivery vs PO — see delivery receipt
TXN-100444,2026-06-27,06:12,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40633,INV-58781,LOT-260627-36,4.0,each,3.91,15.64,Dry Storage Room,R. Patel,2026-06-30,
TXN-100445,2026-06-27,08:30,stock_out,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,-3.0,keg,138.01,-414.03,Bar Storage,D. Alvarez,,
TXN-100446,2026-06-27,07:50,stock_out,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,,,,-2.0,case (12x1lb),18.6,-37.2,Dry Storage Room,L. Kim,,
TXN-100447,2026-06-27,07:23,stock_out,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-3.0,CASE (72CT),61.43,-184.29,Walk-In Freezer,R. Patel,,
TXN-100448,2026-06-27,16:09,stock_in,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,PO-40228,INV-58599,LOT-260627-39,6.0,sack,29.31,175.86,Dry Storage Room,M. Osei,2026-07-18,
TXN-100449,2026-06-27,10:22,stock_in,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,PO-40140,INV-58596,LOT-260627-66,29.53,lb,5.38,158.87,Main Kitchen Cooler,C. Romero,2026-07-18,
TXN-100450,2026-06-27,20:38,stock_in,PRD-9902,Brioche Burger Buns,Bakery,Bread,Sunrise Bakery Supply,PO-40170,INV-58643,LOT-260627-29,7.0,case (48ct),28.75,201.25,Dry Storage Room,,2026-07-02,
TXN-100451,2026-06-27,06:39,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-4.0,case (6x1L),60.56,-242.24,Dry Storage Room,J. Nguyen,,
TXN-100452,2026-06-27,16:31,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40389,INV-58430,LOT-260627-62,6.0,case (6x1L),54.79,328.74,Dry Storage Room,T. Fischer,2027-06-27,
TXN-100453,2026-06-27,08:06,transfer,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,3.43,gal,3.89,13.34,Dry Storage Room,T. Fischer,,Transferred to Walk-In Freezer
TXN-100454,2026-06-27,08:38,stock_in,PRD-7701,"Chicken Breast, Boneless",Meat,Poultry,Metro Meat & Poultry,PO-40313,INV-58771,LOT-260627-72,29.28,LB,4.47,130.88,Main Kitchen Cooler,L. Kim,2026-07-01,
TXN-100455,2026-06-27,18:45,waste,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,,,,-1.0,25lb bag,28.27,-28.27,Dry Storage Room,C. Romero,,Spoilage
TXN-100456,2026-06-28,17:14,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40638,INV-58772,LOT-260628-41,5.0,case (12x750ml),91.23,456.15,Bar Storage,C. Romero,2028-06-27,
TXN-100457,2026-06-28,11:44,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-3.0,case,38.74,-116.22,Main Kitchen Cooler,J. Nguyen,,
TXN-100458,2026-06-28,14:28,stock_out,PRD-3315,Heavy Cream 40%,Dairy,Cream & Milk,Dairy Fresh Cooperative,,,,-14.04,gal,10.38,-145.74,Main Kitchen Cooler,C. Romero,,
TXN-100459,2026-06-28,09:38,waste,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,,,,-1.0,case (12x1lb),19.94,-19.94,Dry Storage Room,R. Patel,,Quality reject
TXN-100460,2026-06-28,10:00,stock_out,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-3.0,EACH,4.04,-12.12,Dry Storage Room,C. Romero,,
TXN-100461,2026-06-28,08:13,stock_out,PRD-1102,Atlantic Salmon Fillet,Seafood,Finfish,Coastal Farms & Purveyors Ltd.,,,,-12.91,lb,10.39,-134.13,Main Kitchen Cooler,L. Kim,,
TXN-100462,2026-06-28,14:09,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-1.0,case (24ct),14.31,-14.31,Bar Storage,J. Nguyen,,
TXN-100463,2026-06-28,08:05,stock_in,PRD-5521,"Free-Range Eggs, Large",Dairy,Eggs,Dairy Fresh Cooperative,PO-40322,INV-58851,LOT-260628-19,5.0,case,47.32,236.6,Main Kitchen Cooler,T. Fischer,2026-07-26,
TXN-100464,2026-06-28,08:02,stock_out,PRD-2210,Romaine Lettuce,Produce,Leafy Greens,Green Valley Produce Co.,,,,-3.0,case,25.05,-75.15,Main Kitchen Cooler,D. Alvarez,,
TXN-100465,2026-06-28,20:07,stock_out,PRD-8807,Dried Penne Pasta,Dry Goods,Grains,Pantry Staples Wholesale,,,,-4.0,case (12x1lb),18.93,-75.72,Dry Storage Room,T. Fischer,,
TXN-100466,2026-06-28,13:02,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40434,INV-58614,LOT-260628-99,3.0,case (6x1L),58.6,175.8,Dry Storage Room,J. Nguyen,2027-06-28,
TXN-100467,2026-06-28,08:27,stock_out,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.0,case,35.88,-71.76,Main Kitchen Cooler,J. Nguyen,,
TXN-100468,2026-06-28,07:25,stock_out,BEV-1005,"Draft Beer Keg, Lager",Beverage,Beer,BevCo Beverage Distribution,,,,-3.0,keg,151.35,-454.05,Bar Storage,J. Nguyen,,
TXN-100469,2026-06-28,08:35,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-3.0,case (4x1gal),43.58,-130.74,Dry Storage Room,J. Nguyen,,
TXN-100470,2026-06-28,16:26,stock_in,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,PO-40428,INV-58452,LOT-260628-86,4.0,case,35.61,142.44,Main Kitchen Cooler,T. Fischer,2026-07-03,Short delivery vs PO — see delivery receipt
TXN-100471,2026-06-28,11:02,stock_out,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-4.0,each,3.59,-14.36,Dry Storage Room,T. Fischer,,
TXN-100472,2026-06-28,08:39,stock_out,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-13.94,lb,6.78,-94.51,Main Kitchen Cooler,L. Kim,,
TXN-100473,2026-06-29,09:13,stock_out,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,,,,-3.0,each,3.58,-10.74,Dry Storage Room,C. Romero,,
TXN-100474,2026-06-29,16:01,stock_out,PRD-2212,"Bell Peppers, Mixed",Produce,Vegetables,Green Valley Produce Co.,,,,-2.0,CASE,29.07,-58.14,Main Kitchen Cooler,C. Romero,,
TXN-100475,2026-06-29,11:41,stock_in,PRD-1105,"Mussels, Live",Seafood,Shellfish,Harborline Seafood Distributors,PO-40776,INV-58377,LOT-260629-94,37.92,LB,5.49,208.18,Main Kitchen Cooler,L. Kim,2026-07-01,
TXN-100476,2026-06-29,10:32,stock_in,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,PO-40423,INV-58596,LOT-260629-86,8.0,case (6x1L),54.28,434.24,Dry Storage Room,C. Romero,2027-06-29,
TXN-100477,2026-06-29,13:19,stock_in,PRD-1104,Sea Scallops U-10,Seafood,Shellfish,Harborline Seafood Distributors,PO-40260,INV-58118,LOT-260629-54,14.68,lb,22.12,324.72,Main Kitchen Cooler,T. Fischer,2026-07-03,
TXN-100478,2026-06-29,10:56,stock_out,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-4.0,sack,30.2,-120.8,Dry Storage Room,C. Romero,,
TXN-100479,2026-06-29,07:46,stock_out,PRD-8805,Canola Oil,Dry Goods,Oils,Pantry Staples Wholesale,,,,-2.0,case (4x1gal),45.1,-90.2,Dry Storage Room,C. Romero,,
TXN-100480,2026-06-29,08:58,stock_in,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,PO-40234,INV-58311,LOT-260629-93,5.0,case,36.2,181.0,Main Kitchen Cooler,J. Nguyen,2026-07-04,
TXN-100481,2026-06-29,10:58,transfer,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,3.0,case (12x750ml),98.4,295.2,Dry Storage Room,C. Romero,,Transferred to Prep Station Fridge
TXN-100482,2026-06-29,20:56,stock_in,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,PO-40426,INV-58523,LOT-260629-62,7.53,lb,5.92,44.58,Main Kitchen Cooler,M. Osei,2026-07-13,
TXN-100483,2026-06-29,07:01,stock_in,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,PO-40373,INV-58720,LOT-260629-82,30.97,lb,5.7,176.53,Main Kitchen Cooler,C. Romero,2026-07-20,
TXN-100484,2026-06-29,20:38,stock_in,PRD-9903," Croissants, Unbaked Frozen ",Bakery,Pastry,Sunrise Bakery Supply,PO-40288,INV-58496,LOT-260629-72,4.0,CASE (72CT),65.53,262.12,Walk-In Freezer,R. Patel,2026-09-27,
TXN-100485,2026-06-30,16:12,stock_in,PRD-8806,Basmati Rice,Dry Goods,Grains,Pantry Staples Wholesale,PO-40549,INV-58731,LOT-260630-72,6.0,25lb bag,25.82,154.92,Dry Storage Room,T. Fischer,2028-06-29,
TXN-100486,2026-06-30,10:39,stock_out,PRD-8804,"Olive Oil, Extra Virgin",Dry Goods,Oils,Pantry Staples Wholesale,,,,-4.0,case (6x1L),58.67,-234.68,Dry Storage Room,C. Romero,,
TXN-100487,2026-06-30,11:52,stock_in,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,PO-40351,INV-58631,LOT-260630-78,7.0,case (12x750ml),101.8,712.6,Bar Storage,R. Patel,2028-06-29,Received in good condition
TXN-100488,2026-06-30,10:56,stock_in,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,PO-40572,INV-58270,LOT-260630-64,13.57,lb,5.89,79.93,Main Kitchen Cooler,M. Osei,2026-07-21,
TXN-100489,2026-06-30,13:07,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40812,INV-58659,LOT-260630-27,2.0,each,3.8,7.6,Dry Storage Room,R. Patel,2026-07-03,
TXN-100490,2026-06-30,07:16,transfer,PRD-3317,Shredded Mozzarella,Dairy,Cheese,Dairy Fresh Cooperative,,,,2.62,LB,5.8,15.2,Walk-In Freezer,D. Alvarez,,Transferred to Bar Storage
TXN-100491,2026-06-30,17:50,stock_out,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,-4.0,case (12x750ml),97.72,-390.88,Bar Storage,J. Nguyen,,
TXN-100492,2026-06-30,16:55,stock_out,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,-1.0,50lb bag,23.3,-23.3,Dry Storage Room,J. Nguyen,,
TXN-100493,2026-06-30,07:07,stock_in,PRD-9901,Sourdough Loaf,Bakery,Bread,Sunrise Bakery Supply,PO-40103,INV-58737,LOT-260630-42,7.0,each,4.03,28.21,Dry Storage Room,,2026-07-03,
TXN-100494,2026-06-30,16:30,stock_in,PRD-6634,Unsalted Butter,Dairy,Butter,Dairy Fresh Cooperative,PO-40715,INV-58714,LOT-260630-10,4.0,block,117.79,471.16,Main Kitchen Cooler,J. Nguyen,2026-08-14,
TXN-100495,2026-06-30,16:22,stock_in,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40783,INV-58691,LOT-260630-87,3.4,GAL,4.44,15.1,Main Kitchen Cooler,M. Osei,2026-07-10,
TXN-100496,2026-06-30,17:44,stock_out,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-9.13,lb,7.06,-64.46,Main Kitchen Cooler,J. Nguyen,,
TXN-100497,2026-07-01,09:23,waste,PRD-2209,Yellow Onions,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,sack,19.45,-38.9,Dry Storage Room,L. Kim,,Expired
TXN-100498,2026-07-01,08:21,stock_out,PRD-2211,"Garlic, Peeled",Produce,Aromatics,Green Valley Produce Co.,,,,-8.14,lb,6.43,-52.34,Main Kitchen Cooler,T. Fischer,,
TXN-100499,2026-07-01,11:46,adjustment,BEV-1003,House Red Wine,Beverage,Wine,BevCo Beverage Distribution,,,,1.13,case (12x750ml),102.66,116.01,Bar Storage,T. Fischer,,Recount after audit
TXN-100500,2026-07-01,09:59,adjustment,PRD-2213,Avocados,Produce,Fruit,Green Valley Produce Co.,,,,-2.22,case,36.87,-81.85,Main Kitchen Cooler,C. Romero,,Unit conversion fix
TXN-100501,2026-07-01,06:07,adjustment,PRD-7703,Pork Tenderloin,Meat,Pork,Metro Meat & Poultry,,,,-2.86,lb,6.89,-19.71,Main Kitchen Cooler,D. Alvarez,,System entry error
TXN-100502,2026-07-01,18:40,stock_out,PRD-8801,All-Purpose Flour,Dry Goods,Baking,Pantry Staples Wholesale,,,,-2.0,50lb bag,22.49,-44.98,Dry Storage Room,T. Fischer,,
TXN-100503,2026-07-01,18:00,stock_out,BEV-1002,Sparkling Water Cans,Beverage,Water,BevCo Beverage Distribution,,,,-1.0,case (24ct),14.02,-14.02,Bar Storage,R. Patel,,
TXN-100504,2026-07-01,20:21,stock_in,PRD-3316,Whole Milk,Dairy,Cream & Milk,Dairy Fresh Cooperative,PO-40585,INV-58136,LOT-260701-92,37.05,gal,4.19,155.24,Main Kitchen Cooler,J. Nguyen,2026-07-11,
TXN-100505,2026-07-02,08:36,waste,PRD-2207,Yukon Gold Potatoes,Produce,Root Vegetables,Green Valley Produce Co.,,,,-2.0,sack,27.17,-54.34,Dry Storage Room,C. Romero,,Spoilage
TXN-100506,2026-07-02,07:17,stock_in,PRD-8802,Granulated Sugar,Dry Goods,Baking,Pantry Staples Wholesale,PO-40484,INV-58741,LOT-260702-78,7.0,50lb bag,23.87,167.09,Dry Storage Room,L. Kim,2028-07-01,
TXN-100507,2026-07-02,09:45,stock_out,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,,,,-0.96,lb,7.1,-6.82,Main Kitchen Cooler,R. Patel,,
TXN-100508,2026-07-02,08:11,stock_in,PRD-7704,"Bacon, Sliced",Meat,Pork,Metro Meat & Poultry,PO-40896,INV-58306,LOT-260702-21,6.26,lb,7.53,47.14,Main Kitchen Cooler,R. Patel,2026-07-16,
TXN-100509,2026-07-02,13:19,stock_out,PRD-9903,"Croissants, Unbaked Frozen",Bakery,Pastry,Sunrise Bakery Supply,,,,-3.0,CASE (72CT),60.35,-181.05,Walk-In Freezer,L. Kim,,
TXN-100510,2026-07-02,06:29,stock_in,PRD-4410,Organic Baby Spinach,Produce,Leafy Greens,Green Valley Produce Co.,PO-40218,INV-58104,LOT-260702-49,4.0,CASE,15.03,60.12,Main Kitchen Cooler,D. Alvarez,2026-07-07,
